MaDH,MaSP,SoLuong,MucGiamGia
DH00935,SP005,4,0.0
DH00935,SP001,5,0.2
DH00936,SP001,5,0.0
DH00937,SP002,2,0.1
DH00937,SP008,-2,0.0
DH00938,SP006,5,0.0
DH00939,SP007,2,0.05
DH00940,SP006,5,0.2
DH00941,SP007,4,0.05
DH00941,SP001,1,0.0
DH00942,SP004,5,0.05
DH00942,SP006,1,0.1
DH00943,SP001,1,0.0
DH00943,SP004,2,0.0
DH00944,SP008,1,0.0
DH00944,SP003,3,0.1
DH00945,SP003,3,0.0
DH00945,SP006,1,0.0
DH00946,SP004,3,0.0
DH00946,SP002,1,0.2
DH00946,SP005,2,0.0
DH00947,SP003,4,0.0
DH00947,SP002,1,0.1
DH00948,SP002,5,0.0
DH00948,SP004,3,0.1
DH00948,SP003,1,0.0
DH00949,SP008,4,0.1
DH00949,SP006,3,0.2
DH00950,SP002,1,0.0
DH00951,SP001,4,0.0
DH00952,SP001,5,0.0
DH00953,SP006,4,0.1
DH00953,SP007,5,0.1
DH00954,SP008,2,0.2
DH00954,SP007,3,0.0
DH00955,SP008,4,0.2
DH00955,SP005,4,0.2
DH00956,SP007,5,0.0
DH00956,SP003,4,0.0
DH00956,SP002,3,0.0
DH00957,SP007,-4,0.0
DH00957,SP005,2,0.2
DH00957,SP002,2,0.0
DH00958,SP001,4,0.0
DH00959,SP005,1,0.05
DH00959,SP006,1,0.0
DH00959,SP003,4,0.0
DH00960,SP001,2,0.0
DH00960,SP003,5,0.0
DH00961,SP004,3,0.2
DH00961,SP006,3,0.0
DH00962,SP005,3,0.2
DH00962,SP008,3,0.0
DH00962,SP006,3,0.05
DH00963,SP007,4,0.1
DH00963,SP008,2,0.0
DH00964,SP004,1,0.0
DH00964,SP006,5,0.05
DH00964,SP002,4,0.2
DH00965,SP004,4,0.1
DH00965,SP008,4,0.05
DH00965,SP002,3,0.1
DH00966,SP003,4,0.0
DH00966,SP006,4,0.0
DH00967,SP003,3,0.1
DH00968,SP001,3,0.2
DH00968,SP006,4,0.1
DH00968,SP002,3,0.0
DH00969,SP006,-3,0.0
DH00969,SP002,4,0.1
DH00970,SP007,999,0.0
DH00970,SP003,3,0.05
DH00971,SP002,1,0.1
DH00971,SP003,3,0.0
DH00972,SP008,1,0.2
DH00972,SP001,-2,0.0
DH00973,SP006,1,0.05
DH00974,SP001,5,0.0
DH00975,SP002,4,0.1
DH00975,SP004,5,0.0
DH00975,SP008,1,0.0
DH00976,SP007,4,0.0
DH00976,SP005,2,0.0
DH00976,SP008,-1,0.05
DH00977,SP002,2,0.0
DH00977,SP008,2,0.2
DH00977,SP006,1,0.0
DH00978,SP008,-4,0.05
DH00978,SP005,5,0.0
DH00978,SP007,4,0.0
DH00979,SP003,5,0.05
DH00980,SP004,4,0.0
DH00981,SP006,1,0.05
DH00981,SP002,3,0.2
DH00981,SP005,3,0.1
DH00982,SP007,1,0.2
DH00982,SP006,5,0.2
DH00983,SP003,1,0.0
DH00984,SP001,4,0.05
DH00984,SP008,-3,0.05
DH00984,SP002,4,0.0
DH00985,SP007,5,0.0
DH00985,SP008,3,0.0
DH00985,SP005,-1,0.1
DH00986,SP003,-5,0.1
DH00987,SP007,3,0.2
DH00987,SP008,5,0.2
DH00987,SP002,1,0.0
DH00988,SP004,2,0.05
DH00989,SP005,5,0.0
DH00989,SP008,-5,0.2
DH00989,SP002,2,0.0
DH00990,SP005,1,0.2
DH00990,SP006,2,0.05
DH00991,SP005,2,0.0
DH00992,SP005,1,0.0
DH00992,SP004,5,0.0
DH00992,SP006,2,0.0
DH00993,SP007,1,0.1
DH00994,SP005,1,0.0
DH00994,SP002,3,0.1
DH00995,SP001,1,0.1
DH00995,SP003,5,0.1
DH00995,SP005,2,0.0
DH00996,SP002,4,0.0
DH00996,SP008,3,0.1
DH00997,SP005,3,0.2
DH00998,SP003,3,0.05
DH00998,SP006,4,0.0
DH00998,SP005,2,0.0
DH00999,SP004,1,0.1
DH00999,SP001,1,0.2
DH00999,SP007,2,0.2
DH01000,SP006,4,0.1
DH01000,SP004,3,0.2
DH01000,SP003,2,0.2
